datadog_id,type,description
sql.restart_savepoint.rollback.internal.count,count,Number of ROLLBACK TO SAVEPOINT cockroach_restart statements successfully executed (internal queries)
sql.restart_savepoint.rollback.started.count,count,Number of ROLLBACK TO SAVEPOINT cockroach_restart statements started
sql.restart_savepoint.rollback.started.internal.count,count,Number of ROLLBACK TO SAVEPOINT cockroach_restart statements started (internal queries)
sql.restart_savepoint.started.count,count,Number of SAVEPOINT cockroach_restart statements started
sql.restart_savepoint.started.internal.count,count,Number of SAVEPOINT cockroach_restart statements started (internal queries)
sql.savepoint.count,count,Number of SQL SAVEPOINT statements successfully executed
sql.savepoint.internal.count,count,Number of SQL SAVEPOINT statements successfully executed (internal queries)
sql.savepoint.release.count,count,Number of RELEASE SAVEPOINT statements successfully executed
sql.savepoint.release.internal.count,count,Number of RELEASE SAVEPOINT statements successfully executed (internal queries)
sql.savepoint.release.started.count,count,Number of RELEASE SAVEPOINT statements started
sql.savepoint.release.started.internal.count,count,Number of RELEASE SAVEPOINT statements started (internal queries)
sql.savepoint.rollback.count,count,Number of ROLLBACK TO SAVEPOINT statements successfully executed
sql.savepoint.rollback.internal.count,count,Number of ROLLBACK TO SAVEPOINT statements successfully executed (internal queries)
sql.savepoint.rollback.started.count,count,Number of ROLLBACK TO SAVEPOINT statements started
sql.savepoint.rollback.started.internal.count,count,Number of ROLLBACK TO SAVEPOINT statements started (internal queries)
sql.savepoint.started.count,count,Number of SQL SAVEPOINT statements started
sql.savepoint.started.internal.count,count,Number of SQL SAVEPOINT statements started (internal queries)
sql.schema.invalid_objects,gauge,Gauge of detected invalid objects within the system.descriptor table (measured by querying crdb_internal.invalid_objects)
sql.schema_changer.permanent_errors.count,count,Counter of the number of permanent errors experienced by the schema changer
sql.schema_changer.retry_errors.count,count,Counter of the number of retriable errors experienced by the schema changer
sql.schema_changer.running,gauge,Gauge of currently running schema changes
sql.schema_changer.successes.count,count,Counter of the number of schema changer resumes which succeed
sql.select.count,count,[OpenMetrics v1 & v2] Number of SQL SELECT statements
sql.select.internal.count,count,Number of SQL SELECT statements successfully executed (internal queries)
sql.select.started.count,count,Number of SQL SELECT statements started
sql.select.started.internal.count,count,Number of SQL SELECT statements started (internal queries)
sql.service.latency,gauge,"[OpenMetrics v1] Latency in nanoseconds of SQL request execution
Shown as nanosecond"
sql.service.latency.bucket,count,"[OpenMetrics v2] Latency in nanoseconds of SQL request execution
Shown as nanosecond"
sql.service.latency.count,count,"[OpenMetrics v2] Latency in nanoseconds of SQL request execution
Shown as nanosecond"
sql.service.latency.internal,count,"Latency of SQL request execution (internal queries)
Shown as nanosecond"
sql.service.latency.internal.bucket,count,"Latency of SQL request execution (internal queries)
Shown as nanosecond"
sql.service.latency.internal.count,count,"Latency of SQL request execution (internal queries)
Shown as nanosecond"
sql.service.latency.internal.sum,count,"Latency of SQL request execution (internal queries)
Shown as nanosecond"
sql.service.latency.sum,count,"[OpenMetrics v2] Latency in nanoseconds of SQL request execution
Shown as nanosecond"
sql.statements.active,gauge,[OpenMetrics v1 & v2] Number of currently active user SQL statements
sql.statements.active.internal,gauge,Number of currently active user SQL statements (internal queries)
sql.stats.cleanup.rows_removed.count,count,Number of stale statistics rows that are removed
sql.stats.discarded.current.count,count,Number of fingerprint statistics being discarded
sql.stats.flush.count,count,Number of times SQL Stats are flushed to persistent storage
sql.stats.flush.duration,count,"Time took to in nanoseconds to complete SQL Stats flush
Shown as nanosecond"
sql.stats.flush.duration.bucket,count,"Time took to in nanoseconds to complete SQL Stats flush
Shown as nanosecond"
sql.stats.flush.duration.count,count,"Time took to in nanoseconds to complete SQL Stats flush
Shown as nanosecond"
sql.stats.flush.duration.sum,count,"Time took to in nanoseconds to complete SQL Stats flush
Shown as nanosecond"
sql.stats.flush.error.count,count,Number of errors encountered when flushing SQL Stats
sql.stats.mem.current,gauge,"Current memory usage for fingerprint storage
Shown as byte"
sql.stats.mem.max,count,"Memory usage for fingerprint storage
Shown as byte"
sql.stats.mem.max.bucket,count,"Memory usage for fingerprint storage
Shown as byte"
sql.stats.mem.max.count,count,"Memory usage for fingerprint storage
Shown as byte"
sql.stats.mem.max.sum,count,"Memory usage for fingerprint storage
Shown as byte"
sql.stats.reported.mem.current,gauge,"Current memory usage for reported fingerprint storage
Shown as byte"
sql.stats.reported.mem.max,count,"Memory usage for reported fingerprint storage
Shown as byte"
sql.stats.reported.mem.max.bucket,count,"Memory usage for reported fingerprint storage
Shown as byte"
sql.stats.reported.mem.max.count,count,"Memory usage for reported fingerprint storage
Shown as byte"
sql.stats.reported.mem.max.sum,count,"Memory usage for reported fingerprint storage
Shown as byte"
sql.stats.txn_stats_collection.duration,count,"Time took in nanoseconds to collect transaction stats
Shown as nanosecond"
sql.stats.txn_stats_collection.duration.bucket,count,"Time took in nanoseconds to collect transaction stats
Shown as nanosecond"
sql.stats.txn_stats_collection.duration.count,count,"Time took in nanoseconds to collect transaction stats
Shown as nanosecond"
sql.stats.txn_stats_collection.duration.sum,count,"Time took in nanoseconds to collect transaction stats
Shown as nanosecond"
sql.temp_object_cleaner.active_cleaners,gauge,number of cleaner tasks currently running on this node
sql.temp_object_cleaner.schemas_deletion_error.count,count,number of errored schema deletions by the temp object cleaner on this node
sql.temp_object_cleaner.schemas_deletion_success.count,count,number of successful schema deletions by the temp object cleaner on this node
sql.temp_object_cleaner.schemas_to_delete.count,count,number of schemas to be deleted by the temp object cleaner on this node
sql.txn.abort.count,count,[OpenMetrics v1 & v2] Number of SQL transaction ABORT statements
sql.txn.abort.internal.count,count,Number of SQL transaction abort errors (internal queries)
sql.txn.begin.count,count,[OpenMetrics v1 & v2] Number of SQL transaction BEGIN statements
sql.txn.begin.internal.count,count,Number of SQL transaction BEGIN statements successfully executed (internal queries)
sql.txn.begin.started.count,count,Number of SQL transaction BEGIN statements started
sql.txn.begin.started.internal.count,count,Number of SQL transaction BEGIN statements started (internal queries)
sql.txn.commit.count,count,[OpenMetrics v1 & v2] Number of SQL transaction COMMIT statements
sql.txn.commit.internal.count,count,Number of SQL transaction COMMIT statements successfully executed (internal queries)
sql.txn.commit.started.count,count,Number of SQL transaction COMMIT statements started
sql.txn.commit.started.internal.count,count,Number of SQL transaction COMMIT statements started (internal queries)
sql.txn.contended.count,count,Number of SQL transactions experienced contention
sql.txn.contended.internal.count,count,Number of SQL transactions experienced contention (internal queries)
sql.txn.latency,gauge,"[OpenMetrics v1] Latency of SQL transactions
Shown as transaction"
sql.txn.latency.bucket,count,"[OpenMetrics v2] Latency of SQL transactions
Shown as transaction"
sql.txn.latency.count,count,"[OpenMetrics v2] Latency of SQL transactions
Shown as transaction"
sql.txn.latency.internal.bucket,count,"Latency of SQL transactions (internal queries)
Shown as nanosecond"
sql.txn.latency.internal.count,count,"Latency of SQL transactions (internal queries)
Shown as nanosecond"
sql.txn.latency.internal.sum,count,"Latency of SQL transactions (internal queries)
Shown as nanosecond"
sql.txn.latency.sum,count,"[OpenMetrics v2] Latency of SQL transactions
Shown as transaction"
sql.txn.rollback.count,count,[OpenMetrics v1 & v2] Number of SQL transaction ROLLBACK statements
sql.txn.rollback.internal.count,count,Number of SQL transaction ROLLBACK statements successfully executed (internal queries)
sql.txn.rollback.started.count,count,Number of SQL transaction ROLLBACK statements started
sql.txn.rollback.started.internal.count,count,Number of SQL transaction ROLLBACK statements started (internal queries)
sql.txns.open,gauge,"[OpenMetrics v1 & v2] Number of currently open user SQL transactions
Shown as transaction"
sql.txns.open.internal,gauge,Number of currently open user SQL transactions (internal queries)
sql.update.count,count,[OpenMetrics v1 & v2] Number of SQL UPDATE statements
sql.update.internal.count,count,Number of SQL UPDATE statements successfully executed (internal queries)
sql.update.started.count,count,Number of SQL UPDATE statements started
sql.update.started.internal.count,count,Number of SQL UPDATE statements started (internal queries)
sqlliveness.is_alive.cache_hits.count,count,Number of calls to IsAlive that return from the cache
sqlliveness.is_alive.cache_misses.count,count,Number of calls to IsAlive that do not return from the cache
sqlliveness.sessions_deleted.count,count,Number of expired sessions which have been deleted
sqlliveness.sessions_deletion_runs.count,count,Number of calls to delete sessions which have been performed
sqlliveness.write_failures.count,count,Number of update or insert calls which have failed
sqlliveness.write_successes.count,count,Number of update or insert calls successfully performed
storage.batch_commit,gauge,Count of batch commits. See storage.AggregatedBatchCommitStats for details.
storage.batch_commit.commit_wait.duration,gauge,"Cumulative time spent waiting for WAL sync, for batch commit. See storage.AggregatedBatchCommitStats for details.
Shown as nanosecond"
storage.batch_commit.duration,gauge,"Cumulative time spent in batch commit. See storage.AggregatedBatchCommitStats for details.
Shown as nanosecond"
storage.batch_commit.l0_stall.duration,gauge,"Cumulative time spent in a write stall due to high read amplification in L0, for batch commit. See storage.AggregatedBatchCommitStats for details.
Shown as nanosecond"
